t,A,V,P,M,U,health,state,score,audio_score,raw_distance,distance,motion_fraction,naive_fraction,fallback,server,physical_p,physical_m,physical_u
11.5,0,0,0,0,0,0,0,0,0.32443007131311924,2.9737472955259476,3.0206180150110162,0.0,0.0,0,1,0,0,0
11.6,0,0,0,0,0,0,0,0,1.4278935511019257,3.018371256639401,3.0206180150110162,0.0,0.0,0,1,0,0,0
11.7,0,0,0,0,0,0,0,0,0.3329993837325934,3.037506399761012,3.0206180150110162,0.0,0.0,0,1,0,0,0
11.8,0,0,0,0,0,0,0,0,0.7654117971828772,2.995405762367229,3.018371256639401,0.0,0.0,0,1,0,0,0
11.9,0,0,0,0,0,0,0,0,0.7309265702369175,2.995555682088925,2.995555682088925,0.0,0.0,0,1,0,0,0
12.0,0,0,0,0,0,0,0,0,0.42079862717261635,3.0014615431736753,3.0014615431736753,0.0,0.0,0,1,0,0,0
12.1,0,0,0,0,0,0,0,0,0.5296301395738096,2.988188321563312,2.995555682088925,0.0,0.0,0,1,0,0,0
12.2,0,0,0,0,0,0,0,0,0.6352313236619151,2.98820587455591,2.995405762367229,0.0,0.0,0,1,0,0,0
12.3,0,0,0,0,0,0,0,0,0.427490916395763,2.990985773928498,2.990985773928498,0.0,0.0,0,1,0,0,0
12.4,0,0,0,0,0,0,0,0,0.5370585805432738,2.9875099716298577,2.98820587455591,0.0,0.0,0,1,0,0,0
12.5,0,0,0,0,0,0,0,0,0.5399676217007646,3.0069984956293316,2.98820587455591,0.0,0.0,0,1,0,0,0
12.6,0,0,0,0,0,0,0,0,0.5232981835268993,2.9731393669364317,2.98820587455591,0.0,0.0,0,1,0,0,0
12.7,0,0,0,0,0,0,0,0,0.416927025743304,3.023223300534368,2.990985773928498,0.0,0.0,0,1,0,0,0
12.8,0,0,0,0,0,0,0,0,0.7012243471458274,2.992456136424554,2.992456136424554,0.0,0.0,0,1,0,0,0
12.9,0,0,0,0,0,0,0,0,0.554153908528491,2.9999463150600323,2.9999463150600323,0.0,0.0,0,1,0,0,0
13.0,0,0,0,0,0,0,0,0,0.28968697130543075,3.0092315298002577,2.9999463150600323,0.0,0.0,0,1,0,0,0
13.1,0,0,0,0,0,0,0,0,0.4856598140753727,2.988902525263718,2.9999463150600323,0.0,0.0,0,1,0,0,0
13.2,0,0,0,0,0,0,0,0,0.3225248041737242,2.9871517530843126,2.992456136424554,0.0,0.0,0,1,0,0,0
13.3,0,0,0,0,0,0,0,0,0.302808934019213,2.9896603214784094,2.9896603214784094,0.0,0.0,0,1,0,0,0
13.4,0,0,0,0,0,0,0,0,0.6465880775596273,2.9935392026323298,2.9896603214784094,0.0,0.0,0,1,0,0,0
13.5,0,0,0,0,0,0,0,0,0.8097061392919424,2.996551799912724,2.9896603214784094,0.0,0.0,0,1,0,0,0
13.6,0,0,0,0,0,0,0,0,0.25103520071745844,2.990406098889675,2.990406098889675,0.0,0.0,0,1,0,0,0
13.7,0,0,0,0,0,0,0,0,0.5849522746515311,3.007959138991579,2.9935392026323298,0.0,0.0,0,1,0,0,0
13.8,0,0,0,0,0,0,0,0,0.15500685241908818,2.9949277527427176,2.9949277527427176,0.0,0.0,0,1,0,0,0
13.9,0,0,0,0,0,0,0,0,0.4477637279794612,3.042167243364954,2.996551799912724,0.0,0.0,0,1,0,0,0
14.0,0,0,0,0,0,0,0,0,0.3142870800482941,2.9901916149085337,2.9949277527427176,0.0,0.0,0,1,0,0,0
14.1,0,0,0,0,0,0,0,0,0.8051209208372813,2.973568125829018,2.9949277527427176,0.0,0.0,0,1,0,0,0
14.2,0,0,0,0,0,0,0,0,0.72285502138217,2.978090602416474,2.9901916149085337,0.0,0.0,0,1,0,0,0
14.3,0,0,0,0,0,0,0,0,0.44490036154029367,3.026902483028621,2.9901916149085337,0.0,0.0,0,1,0,0,0
14.4,0,0,0,0,0,0,0,0,0.26862886962811755,2.98778034724588,2.98778034724588,0.0,0.0,0,1,0,0,0
14.5,0,0,0,0,0,0,0,0,0.23193230310912624,2.999425368618234,2.98778034724588,0.0,0.0,0,1,0,0,0
14.6,0,0,0,0,0,0,0,0,0.8836067557441273,2.979531620302777,2.98778034724588,0.0,0.0,0,1,0,0,0
14.7,0,0,0,0,0,0,0,0,0.4316746026942695,2.986551973499248,2.98778034724588,0.0,0.0,0,1,0,0,0
14.8,0,0,0,0,0,0,0,0,0.5976741238993214,3.0236446336059504,2.98778034724588,0.0,0.0,0,1,0,0,0
14.9,0,0,0,0,0,0,0,0,0.4296970494083072,2.9787607247267447,2.986551973499248,0.0,0.0,0,1,0,0,0
15.0,0,0,0,0,0,0,0,0,0.28694689096838755,2.9785218350877103,2.979531620302777,0.0,0.0,0,1,0,0,0
15.1,0,0,0,0,0,0,0,0,0.3981216842187522,2.9730761770103507,2.9787607247267447,0.0,0.0,0,1,0,0,0
15.2,0,0,0,0,0,0,0,0,0.20729811410700527,3.0317611734351955,2.9787607247267447,0.0,0.0,0,1,0,0,0
15.3,0,0,0,0,0,0,0,0,0.25278058470186315,3.0098165347621446,2.9787607247267447,0.0,0.0,0,1,0,0,0
15.4,0,0,0,0,0,0,0,0,0.4015986394300168,3.0261162652887097,3.0098165347621446,0.0,0.0,0,1,0,0,0
15.5,0,0,0,0,0,0,0,0,0.3819601475391735,3.01718927921877,3.01718927921877,0.0,0.0,0,1,0,0,0
15.6,0,0,0,0,0,0,0,0,0.42451661311912525,2.990477063998554,3.01718927921877,0.0,0.0,0,1,0,0,0
15.7,0,0,0,0,0,0,0,0,0.5256218497360345,2.9963396117122416,3.0098165347621446,0.0,0.0,0,1,0,0,0
15.8,0,0,0,0,0,0,0,0,0.3604934165286381,3.015166197939645,3.015166197939645,0.0,0.0,0,1,0,0,0
15.9,0,0,0,0,0,0,0,0,0.7534162931154282,3.015431241917262,3.015166197939645,0.0,0.0,0,1,0,0,0
16.0,0,0,0,0,0,0,0,0,0.49316223311872476,3.0222205525836507,3.015166197939645,0.0,0.0,0,1,0,0,0
16.1,0,0,0,0,0,0,0,0,0.5619568579357165,3.0288804676383854,3.015431241917262,0.0,0.0,0,1,0,0,0
16.2,0,0,0,0,0,0,0,0,0.4013167242426377,3.010666212934677,3.015431241917262,0.0,0.0,0,1,0,0,0
16.3,0,0,0,0,0,0,0,0,0.4115534923259233,2.9933237151229317,3.015431241917262,0.0,0.0,0,1,0,0,0
16.4,0,0,0,0,0,0,0,0,0.9202249192664843,3.0400075357701692,3.0222205525836507,0.0,0.0,0,1,0,0,0
16.5,0,0,0,0,0,0,0,0,0.206601633575956,2.9800324281407873,3.010666212934677,0.0,0.0,0,1,0,0,0
16.6,0,0,0,0,0,0,0,0,0.496779398077126,2.983413371737057,2.9933237151229317,0.0,0.0,0,1,0,0,0
16.7,0,0,0,0,0,0,0,0,0.6322179676733307,3.028796517685707,2.9933237151229317,0.0,0.0,0,1,0,0,0
16.8,0,0,0,0,0,0,0,0,0.7377208584315006,2.975180726207012,2.983413371737057,0.0,0.0,0,1,0,0,0
16.9,0,0,0,0,0,0,0,0,0.3967369195644061,2.984154743077137,2.983413371737057,0.0,0.0,0,1,0,0,0
17.0,0,0,0,0,0,0,0,0,0.4878506192860893,3.0107215315550113,2.984154743077137,0.0,0.0,0,1,0,0,0
17.1,0,0,0,0,0,0,0,0,0.24631506834774058,3.0208732187806624,3.0107215315550113,0.0,0.0,0,1,0,0,0
17.2,0,0,0,0,0,0,0,0,0.24688344976478588,2.9683351065655983,2.984154743077137,0.0,0.0,0,1,0,0,0
17.3,0,0,0,0,0,0,0,0,0.44818575347806255,2.984436213666064,2.984436213666064,0.0,0.0,0,1,0,0,0
17.4,0,0,0,0,0,0,0,0,0.46211296973647137,2.999770181841815,2.999770181841815,0.0,0.0,0,1,0,0,0
17.5,0,0,0,0,0,0,0,0,0.7300928254918633,3.0203244858357285,2.999770181841815,0.0,0.0,0,1,0,0,0
17.6,0,0,0,0,0,0,0,0,0.5315771645594437,2.986266284683984,2.986266284683984,0.0,0.0,0,1,0,0,0
17.7,0,0,0,0,0,0,0,0,0.3957582453763924,3.0056804398913237,2.999770181841815,0.0,0.0,0,1,0,0,0
17.8,0,0,0,0,0,0,0,0,0.49160739622358646,3.04488807912649,3.0056804398913237,0.0,0.0,0,1,0,0,0
17.9,0,0,0,0,0,0,0,0,0.410123788196851,2.987905235990944,3.0056804398913237,0.0,0.0,0,1,0,0,0
18.0,0,0,0,0,0,0,0,0,0.3502695240790163,2.97145487001115,2.987905235990944,0.0,0.0,0,1,0,0,0
18.1,0,0,0,0,0,0,0,0,0.7309989497169036,3.0154071111564376,3.0056804398913237,0.0,0.0,0,1,0,0,0
18.2,0,0,0,0,0,0,0,0,0.3297693593924329,3.0054434995979724,3.0054434995979724,0.0,0.0,0,1,0,0,0
18.3,0,0,0,0,0,0,0,0,0.576860866057439,3.0148524220456,3.0054434995979724,0.0,0.0,0,1,0,0,0
18.4,0,0,0,0,0,0,0,0,0.37658697434258576,2.981675219631689,3.0054434995979724,0.0,0.0,0,1,0,0,0
18.5,0,0,0,0,0,0,0,0,0.27322654817978137,2.9822705364019937,3.0054434995979724,0.0,0.0,0,1,0,0,0
18.6,0,0,0,0,0,0,0,0,0.4445698466280482,2.999396140375709,2.999396140375709,0.0,0.0,0,1,0,0,0
18.7,0,0,0,0,0,0,0,0,0.5529131809863393,2.978536153694963,2.9822705364019937,0.0,0.0,0,1,0,0,0
18.8,0,0,0,0,0,0,0,0,0.7373575801439158,2.994671318278878,2.9822705364019937,0.0,0.0,0,1,0,0,0
18.9,0,0,0,0,0,0,0,0,0.6447895086155745,3.002817806403333,2.994671318278878,0.0,0.0,0,1,0,0,0
19.0,0,0,0,0,0,0,0,0,0.3662135439992731,2.9891821527976927,2.994671318278878,0.0,0.0,0,1,0,0,0
19.1,0,0,0,0,0,0,0,0,0.44051841214051524,2.9876379937150266,2.9891821527976927,0.0,0.0,0,1,0,0,0
19.2,0,0,0,0,0,0,0,0,0.22841317193811028,3.0198590967416683,2.994671318278878,0.0,0.0,0,1,0,0,0
19.3,0,0,0,0,0,0,0,0,0.36721255707249717,3.007593347960864,3.002817806403333,0.0,0.0,0,1,0,0,0
19.4,0,0,0,0,0,0,0,0,0.18502547781929377,2.993188568871421,2.993188568871421,0.0,0.0,0,1,0,0,0
19.5,0,0,0,0,0,0,0,0,0.4640031582725851,2.970245389288389,2.993188568871421,0.0,0.0,0,1,0,0,0
19.6,0,0,0,0,0,0,0,0,0.722431024533644,3.007928417556547,3.007593347960864,0.0,0.0,0,1,0,0,0
19.7,0,0,0,0,0,0,0,0,0.7930634647868976,2.988035687312988,2.993188568871421,0.0,0.0,0,1,0,0,0
19.8,0,0,0,0,0,0,0,0,0.3306584083511642,2.9800911412804263,2.988035687312988,0.0,0.0,0,1,0,0,0
19.9,0,0,0,0,0,0,0,0,0.4428045898303906,3.029255972218302,2.988035687312988,0.0,0.0,0,1,0,0,0
20.0,0,0,0,0,0,0,0,0,0.5423443842171914,2.987022120244908,2.988035687312988,0.0,0.0,0,1,0,0,0
20.1,0,0,0,0,0,0,0,0,0.279641288276216,2.9898013305756495,2.988035687312988,0.0,0.0,0,1,0,0,0
20.2,0,0,0,0,0,0,0,0,0.4811693085249386,3.019042145585941,2.9898013305756495,0.0,0.0,0,1,0,0,0
20.3,0,0,0,0,0,0,0,0,0.32311574148667843,3.0155855051097866,3.0155855051097866,0.0,0.0,0,1,0,0,0
20.4,0,0,0,0,0,0,0,0,0.691544638137401,2.9711908920201067,2.9898013305756495,0.0,0.0,0,1,0,0,0
20.5,0,0,0,0,0,0,0,0,0.6208925422858265,2.9781263922989862,2.9898013305756495,0.0,0.0,0,1,0,0,0
20.6,0,0,0,0,0,0,0,0,0.42211484959370477,2.995125627035662,2.995125627035662,0.0,0.0,0,1,0,0,0
20.7,0,0,0,0,0,0,0,0,0.3835095892546918,2.9702320761553898,2.9781263922989862,0.0,0.0,0,1,0,0,0
20.8,0,0,0,0,0,0,0,0,0.4059410705922567,3.01132332179755,2.9781263922989862,0.0,0.0,0,1,0,0,0
20.9,0,0,0,0,0,0,0,0,0.3754866124995028,3.015647806479129,2.995125627035662,0.0,0.0,0,1,0,0,0
21.0,0,0,0,0,0,0,0,0,0.305823878578407,2.9975886185764575,2.9975886185764575,0.0,0.0,0,1,0,0,0
21.1,0,0,0,0,0,0,0,0,0.46501194059894435,2.9578929168360277,2.9975886185764575,0.0,0.0,0,1,0,0,0
21.2,0,0,0,0,0,0,0,0,0.3810497532245401,3.0016074568236117,3.0016074568236117,0.0,0.0,0,1,0,0,0
